JOB_ROLE,INDUSTRY,COUNTRY,YEAR,AUTOMATION_RISK_PERCENT,AI_REPLACEMENT_SCORE,SKILL_GAP_INDEX,SALARY_BEFORE_USD,SALARY_AFTER_USD,SALARY_CHANGE_PERCENT,SKILL_DEMAND_GROWTH_PERCENT,REMOTE_FEASIBILITY_SCORE,AI_ADOPTION_LEVEL,EDUCATION_REQUIREMENT_LEVEL
Software Engineer,Retail,Singapore,2020.0,16.43,13.27,64.29,48346.24,53815.65,11.31,8.67,52.35,78.85,2.0
Mechanical Engineer,Retail,Australia,2026.0,51.53,51.56,31.78,47209.92,43549.41,-7.75,-1.41,73.67,82.0,1.0
Financial Analyst,Retail,Germany,2024.0,45.19,45.43,83.7,139568.1,141057.14,1.07,11.73,71.11,8.85,2.0
Accountant,Retail,India,2024.0,39.74,32.61,12.73,41549.51,41444.38,-0.25,-1.2,40.04,93.54,2.0
Accountant,Retail,Australia,2026.0,79.55,91.36,13.33,99637.13,107549.24,7.94,-16.92,52.35,4.81,2.0
Customer Support Rep,Retail,Australia,2025.0,92.7,104.83,76.74,43363.9,41084.82,-5.26,12.03,60.74,40.54,5.0
Financial Analyst,Retail,Singapore,2022.0,33.29,34.76,72.2,71449.89,68337.19,-4.36,-16.46,85.17,10.09,1.0
Software Engineer,Retail,Singapore,2023.0,17.98,19.7,41.71,46349.35,50190.71,8.29,-6.59,40.34,60.41,2.0
Accountant,Retail,Japan,2021.0,43.0,43.82,60.9,42394.98,51920.6,22.47,-0.63,69.39,18.97,5.0
Data Analyst,Retail,UK,2024.0,30.89,29.57,32.91,58628.5,58696.4,0.12,-3.26,58.36,33.62,1.0
Teacher,Retail,Germany,2025.0,31.03,31.19,31.75,81534.24,87500.02,7.32,18.88,77.32,71.3,5.0
HR Manager,Retail,India,2023.0,22.23,25.7,83.42,71883.85,72799.51,1.27,17.7,24.31,61.42,3.0
HR Manager,Retail,India,2025.0,12.11,11.21,82.56,77897.42,70914.54,-8.96,-19.57,77.66,48.0,2.0
Truck Driver,Retail,Canada,2026.0,42.61,49.27,61.12,144995.66,130012.92,-10.33,-11.86,74.78,57.79,3.0
Financial Analyst,Retail,Canada,2021.0,78.29,75.95,85.11,38874.52,37050.83,-4.69,9.45,71.15,66.18,4.0
Marketing Specialist,Retail,India,2024.0,37.56,37.31,63.04,106792.03,107940.49,1.08,8.19,40.55,32.96,1.0
Mechanical Engineer,Retail,USA,2020.0,56.91,53.43,66.1,133712.01,117153.15,-12.38,22.89,92.78,83.52,3.0
Financial Analyst,Retail,Germany,2026.0,20.74,17.69,8.53,66252.73,68066.33,2.74,-10.22,39.46,40.52,1.0
Accountant,Retail,UK,2025.0,33.47,36.24,95.9,128351.54,113360.07,-11.68,8.44,25.74,49.24,3.0
Mechanical Engineer,Retail,USA,2021.0,68.1,81.15,13.22,48713.68,46340.99,-4.87,10.18,59.31,44.64,4.0
Customer Support Rep,Retail,Brazil,2021.0,40.65,33.07,29.17,34576.47,35839.34,3.65,-4.62,77.06,46.8,1.0
Financial Analyst,Retail,Germany,2020.0,52.02,44.86,31.68,115546.06,99175.65,-14.17,-7.66,27.46,59.48,3.0
HR Manager,Retail,USA,2025.0,13.16,11.28,58.94,85131.47,78890.34,-7.33,-2.72,66.85,5.9,4.0
Marketing Specialist,Retail,Brazil,2024.0,67.77,69.23,8.52,73725.49,71836.86,-2.56,-0.61,33.29,38.86,4.0
Software Engineer,Retail,Germany,2026.0,45.2,40.97,94.33,148359.6,187146.29,26.14,16.07,59.89,48.58,3.0
Truck Driver,Retail,India,2025.0,91.16,81.86,10.8,141545.67,151267.03,6.87,-2.91,28.35,96.02,2.0
Software Engineer,Retail,Japan,2023.0,43.47,35.58,88.46,38133.88,36378.82,-4.6,24.18,19.25,85.62,1.0
HR Manager,Retail,Singapore,2025.0,57.37,58.56,21.24,87873.36,90866.87,3.41,4.28,84.22,76.19,3.0
Mechanical Engineer,Retail,India,2024.0,64.49,62.26,31.88,40766.36,40443.37,-0.79,-0.9,41.22,55.53,3.0
Financial Analyst,Retail,Brazil,2022.0,13.83,11.68,60.21,64200.5,61693.0,-3.91,-3.83,28.09,2.39,5.0
Mechanical Engineer,Retail,Canada,2023.0,52.04,44.22,61.83,138223.56,134785.02,-2.49,-1.41,55.81,68.6,1.0
Data Analyst,Retail,Singapore,2025.0,36.85,30.62,15.64,50939.26,52553.83,3.17,-4.16,66.32,19.86,1.0
Software Engineer,Retail,Australia,2021.0,45.17,46.15,48.61,80390.5,80299.88,-0.11,-1.72,39.75,40.82,2.0
HR Manager,Retail,UK,2020.0,38.0,35.05,27.93,133167.28,143053.76,7.42,8.56,20.58,47.6,3.0
HR Manager,Retail,Canada,2022.0,57.33,66.44,38.2,67570.81,48860.26,-27.69,-8.66,23.15,39.5,2.0
HR Manager,Retail,India,2021.0,53.12,43.86,3.25,80386.82,85122.82,5.89,-2.08,70.19,32.58,2.0
Truck Driver,Retail,Brazil,2023.0,77.43,71.06,70.65,74235.01,70642.22,-4.84,9.39,24.18,67.97,4.0
Teacher,Retail,Canada,2020.0,34.13,36.11,51.89,59145.08,56212.2,-4.96,8.6,30.54,67.6,2.0
Accountant,Retail,UK,2023.0,33.1,37.29,99.44,130891.38,147935.8,13.02,-4.48,58.05,78.65,4.0
Financial Analyst,Retail,Canada,2021.0,76.99,80.11,62.96,142170.08,144520.32,1.65,5.05,24.37,53.7,2.0
Truck Driver,Retail,USA,2021.0,79.7,72.85,29.15,123035.72,125060.58,1.65,3.11,66.27,53.91,4.0
Software Engineer,Retail,Germany,2021.0,61.13,58.64,0.89,52387.87,42667.56,-18.55,0.58,37.25,89.72,4.0
Teacher,Retail,Germany,2021.0,32.73,32.88,73.1,55137.72,50996.84,-7.51,-8.02,68.88,81.75,2.0
Customer Support Rep,Retail,Singapore,2020.0,63.27,53.98,44.62,45322.89,46120.52,1.76,-3.08,96.06,83.76,2.0
Financial Analyst,Retail,Japan,2022.0,52.74,51.8,90.33,34216.24,37140.21,8.55,17.88,68.46,41.4,2.0
Marketing Specialist,Retail,Singapore,2020.0,53.12,47.41,13.47,135465.39,127914.11,-5.57,6.7,96.49,69.31,3.0
Truck Driver,Retail,USA,2021.0,50.41,45.65,53.82,37369.93,35904.37,-3.92,7.62,34.43,78.27,2.0
Truck Driver,Retail,Brazil,2020.0,32.01,27.34,51.06,104814.85,108815.89,3.82,-9.4,90.48,48.11,5.0
HR Manager,Retail,UK,2025.0,54.86,61.05,56.82,101818.15,109333.13,7.38,9.69,47.08,54.89,1.0
Data Analyst,Retail,India,2024.0,5.0,4.09,35.43,53261.59,53788.47,0.99,5.48,69.55,65.48,4.0
Teacher,Retail,India,2024.0,36.41,38.34,83.63,127188.89,126248.37,-0.74,-3.28,45.76,75.2,4.0
Accountant,Retail,UK,2023.0,37.24,30.52,63.6,110546.52,106181.61,-3.95,17.27,17.75,55.31,3.0
Mechanical Engineer,Retail,Singapore,2024.0,18.47,14.9,77.86,78409.27,94740.71,20.83,8.2,46.09,5.11,5.0
Teacher,Retail,Japan,2020.0,79.7,67.11,47.86,123014.84,106562.31,-13.37,-8.03,29.19,28.8,2.0
Data Analyst,Retail,Japan,2020.0,36.47,38.48,27.81,127696.31,140165.09,9.76,8.35,24.4,38.07,1.0
Mechanical Engineer,Retail,UK,2026.0,57.79,47.96,14.5,133743.11,134814.18,0.8,14.67,40.58,45.1,2.0
Data Analyst,Retail,India,2021.0,18.76,19.32,12.81,140300.83,148008.94,5.49,-2.25,37.62,22.61,3.0
Marketing Specialist,Retail,Brazil,2021.0,28.82,32.19,35.84,78166.86,73042.91,-6.56,1.32,47.84,1.69,4.0
Truck Driver,Retail,USA,2025.0,56.91,62.04,96.07,39433.58,39241.24,-0.49,-13.18,25.33,11.68,2.0
Customer Support Rep,Retail,UK,2026.0,38.94,39.5,45.09,124456.6,108146.41,-13.11,-0.12,92.3,38.59,1.0
Teacher,Retail,India,2022.0,72.1,81.59,19.78,58759.66,57823.18,-1.59,4.47,38.35,77.15,5.0
HR Manager,Retail,Brazil,2023.0,65.26,64.93,16.32,35336.46,32859.32,-7.01,-6.79,21.69,22.48,4.0
Data Analyst,Retail,Japan,2024.0,63.58,70.0,47.28,143151.23,157647.99,10.13,-6.97,37.46,31.46,5.0
Software Engineer,Retail,USA,2024.0,62.28,54.29,86.22,36163.67,40127.11,10.96,11.28,50.03,20.37,3.0
Mechanical Engineer,Retail,UK,2025.0,42.8,48.98,73.57,58613.11,51883.62,-11.48,-5.05,80.26,49.01,2.0
Data Analyst,Retail,UK,2020.0,52.95,48.67,64.81,53883.92,51961.6,-3.57,-4.3,45.03,76.1,4.0
Data Analyst,Retail,Australia,2025.0,23.38,23.02,92.92,121348.78,123016.16,1.37,-2.47,37.93,50.85,5.0
HR Manager,Retail,Germany,2021.0,27.99,29.36,33.83,73929.96,75474.27,2.09,-3.93,68.98,75.8,5.0
Accountant,Retail,Brazil,2023.0,17.98,20.5,24.44,114973.9,101258.24,-11.93,9.11,12.54,46.69,4.0
Customer Support Rep,Retail,UK,2025.0,48.14,53.96,81.88,103730.77,100212.94,-3.39,-13.29,73.2,6.93,1.0
Accountant,Retail,Germany,2025.0,70.49,59.09,36.59,142072.91,145250.81,2.24,-11.87,35.09,86.99,4.0
Accountant,Retail,Japan,2024.0,16.69,19.98,89.01,128107.47,126677.79,-1.12,12.45,71.35,99.25,2.0
Marketing Specialist,Retail,USA,2021.0,37.61,38.68,99.12,94268.94,96546.38,2.42,1.9,24.52,53.23,4.0
Marketing Specialist,Retail,Brazil,2026.0,52.93,61.23,21.04,135113.05,130681.62,-3.28,10.25,17.29,95.86,1.0
Customer Support Rep,Retail,USA,2026.0,44.7,37.42,86.61,37928.85,38832.08,2.38,7.66,19.07,2.52,1.0
Customer Support Rep,Retail,Brazil,2026.0,89.24,86.98,24.07,107720.57,109095.43,1.28,9.74,95.88,34.38,1.0
Mechanical Engineer,Retail,Brazil,2022.0,30.88,32.4,56.86,94590.81,91229.69,-3.55,3.73,86.52,88.65,2.0
Accountant,Retail,Japan,2025.0,48.71,44.53,19.3,35956.91,36884.41,2.58,14.68,19.66,76.64,1.0
Truck Driver,Retail,India,2020.0,82.29,95.72,98.77,89483.6,87890.17,-1.78,-8.86,86.85,83.61,2.0
Mechanical Engineer,Retail,Japan,2025.0,33.52,27.45,50.98,86892.11,94721.35,9.01,-8.38,19.13,86.07,1.0
Truck Driver,Retail,Brazil,2024.0,76.75,73.32,62.95,52494.47,49911.65,-4.92,9.1,11.6,58.54,3.0
Data Analyst,Retail,Canada,2020.0,26.09,23.23,51.59,128052.49,133637.71,4.36,5.7,11.39,99.83,2.0
Accountant,Retail,USA,2026.0,56.4,66.18,43.88,72353.02,74623.77,3.14,11.77,44.94,5.73,5.0
Software Engineer,Retail,Japan,2022.0,60.59,62.87,26.79,33375.73,29618.87,-11.26,-0.06,33.86,69.97,2.0
Marketing Specialist,Retail,USA,2020.0,20.88,20.54,34.11,119380.51,128767.75,7.86,-3.76,35.93,59.27,3.0
Software Engineer,Retail,India,2024.0,15.68,16.91,26.97,50392.9,46042.14,-8.63,-13.8,52.85,36.13,3.0
HR Manager,Retail,Japan,2024.0,21.09,22.94,33.12,43740.79,36897.69,-15.64,2.7,95.52,36.14,4.0
Truck Driver,Retail,UK,2024.0,65.07,76.74,39.37,72975.22,68559.46,-6.05,11.52,39.94,91.49,1.0
Truck Driver,Retail,Germany,2026.0,58.17,57.7,64.52,35313.33,34492.95,-2.32,-0.65,47.51,42.99,4.0
Marketing Specialist,Retail,USA,2024.0,27.97,32.69,38.98,121680.89,137339.66,12.87,7.17,90.86,54.62,3.0
Software Engineer,Retail,Germany,2023.0,5.0,4.86,71.18,52415.14,54633.38,4.23,14.26,10.62,85.49,4.0
Marketing Specialist,Retail,Australia,2021.0,65.22,57.67,24.7,98206.96,94405.02,-3.87,0.0,57.51,68.62,2.0
Truck Driver,Retail,UK,2024.0,75.94,68.8,50.49,64813.64,61275.32,-5.46,-9.05,35.62,19.96,2.0
Teacher,Retail,Japan,2020.0,38.45,41.17,9.46,43083.96,44741.98,3.85,-4.47,91.84,82.6,5.0
Data Analyst,Retail,Australia,2023.0,20.03,23.5,35.74,42924.07,42862.11,-0.14,-5.85,41.28,84.14,3.0
Truck Driver,Retail,Germany,2023.0,86.68,85.75,88.85,84055.4,75404.41,-10.29,9.33,14.73,16.01,1.0
Data Analyst,Retail,Australia,2021.0,17.63,19.4,17.35,45678.56,46636.17,2.1,9.75,52.6,9.5,5.0
Teacher,Retail,Brazil,2022.0,73.33,72.93,96.16,92388.42,92865.21,0.52,-5.57,87.46,53.8,4.0
Accountant,Retail,Germany,2020.0,68.03,58.87,55.29,79923.33,95144.17,19.04,14.15,35.17,91.92,1.0
Truck Driver,Retail,Singapore,2021.0,29.87,27.69,54.49,108321.47,108432.43,0.1,-22.57,58.89,51.19,2.0
HR Manager,Retail,Australia,2026.0,16.32,15.7,20.43,94048.32,98393.92,4.62,20.0,29.96,20.78,1.0
Software Engineer,Retail,Singapore,2025.0,5.0,4.85,43.29,58372.36,54945.85,-5.87,18.67,70.25,64.01,2.0
Financial Analyst,Retail,USA,2023.0,56.56,60.31,24.79,42452.9,43037.17,1.38,19.01,25.89,26.21,1.0
Software Engineer,Retail,Australia,2020.0,64.55,61.76,0.33,106772.21,118533.06,11.01,0.35,86.43,14.44,4.0
Financial Analyst,Retail,Brazil,2022.0,53.93,44.73,73.69,104680.98,123586.72,18.06,1.36,99.38,24.64,2.0
Teacher,Retail,Brazil,2021.0,48.99,55.71,1.69,54421.0,69349.79,27.43,16.0,17.77,40.74,2.0
HR Manager,Retail,Singapore,2024.0,68.33,66.07,72.12,89799.85,96195.32,7.12,-4.67,57.47,69.05,2.0
Mechanical Engineer,Retail,Singapore,2020.0,27.93,22.35,27.58,104208.93,108283.13,3.91,5.85,20.77,86.56,4.0
Software Engineer,Retail,USA,2022.0,41.71,48.35,65.26,142646.91,137392.81,-3.68,9.99,72.23,47.6,2.0
Truck Driver,Retail,Japan,2022.0,70.39,64.68,94.74,61435.11,58672.17,-4.5,7.28,69.84,45.99,3.0
Teacher,Retail,Japan,2020.0,44.99,52.75,56.93,87938.88,81000.36,-7.89,8.18,83.78,79.27,4.0
Truck Driver,Retail,USA,2020.0,60.25,64.13,77.26,87996.46,86800.73,-1.36,13.76,90.28,58.27,5.0
Customer Support Rep,Retail,Australia,2025.0,51.19,56.87,21.96,126751.11,112863.64,-10.96,11.8,57.38,61.41,5.0
Financial Analyst,Retail,Singapore,2023.0,20.49,21.67,3.48,55566.8,53060.77,-4.51,6.33,19.16,29.1,5.0
Data Analyst,Retail,UK,2022.0,39.47,32.46,64.95,69374.38,76980.69,10.96,8.62,14.09,60.71,2.0
Customer Support Rep,Retail,Canada,2020.0,25.03,26.31,0.69,124470.63,130144.19,4.56,-0.95,36.04,55.73,1.0
Mechanical Engineer,Retail,UK,2025.0,41.71,44.92,17.28,96058.38,102459.49,6.66,6.84,16.02,37.48,4.0
Accountant,Retail,USA,2020.0,75.58,67.03,81.32,30192.66,29140.67,-3.48,7.36,44.46,13.15,1.0
Data Analyst,Retail,Singapore,2026.0,19.23,18.3,82.16,141567.6,151056.91,6.7,-8.26,70.9,84.25,1.0
Mechanical Engineer,Retail,India,2022.0,74.63,74.55,19.38,121730.55,119055.08,-2.2,-5.08,66.54,69.19,5.0
Software Engineer,Retail,Germany,2025.0,41.68,42.33,4.27,111757.39,118039.72,5.62,3.17,26.81,30.21,4.0
Truck Driver,Retail,UK,2020.0,25.26,27.72,18.62,36143.24,28285.46,-21.74,4.6,72.26,10.74,5.0
Accountant,Retail,Japan,2022.0,32.48,37.1,17.23,86186.17,91008.09,5.59,2.33,63.69,71.62,2.0
Truck Driver,Retail,USA,2025.0,83.95,84.74,84.54,106651.75,97454.41,-8.62,9.61,94.51,79.61,3.0
Customer Support Rep,Retail,Australia,2025.0,86.07,89.84,88.37,111596.7,120130.86,7.65,5.2,49.57,50.06,1.0
Software Engineer,Retail,Germany,2021.0,5.0,4.82,55.51,91729.22,104072.8,13.46,0.6,55.15,63.61,4.0
Software Engineer,Retail,Australia,2026.0,5.41,4.38,11.65,143123.03,145993.99,2.01,-3.32,92.89,62.78,1.0
Mechanical Engineer,Retail,Australia,2025.0,13.82,12.79,4.44,44011.75,48748.7,10.76,13.14,22.64,59.52,1.0
Mechanical Engineer,Retail,Australia,2020.0,61.59,70.91,98.65,79207.11,78692.99,-0.65,1.19,69.42,89.14,3.0
Software Engineer,Retail,Brazil,2020.0,45.41,49.06,88.63,139060.24,144313.98,3.78,14.19,50.49,67.93,5.0
Software Engineer,Retail,Australia,2020.0,49.09,40.66,83.27,143215.08,142185.65,-0.72,9.95,66.09,85.74,3.0
Software Engineer,Retail,Brazil,2022.0,39.92,44.79,58.56,34787.36,36556.41,5.09,-10.69,73.81,86.65,1.0
Software Engineer,Retail,Canada,2022.0,12.13,14.0,57.48,42962.18,51006.1,18.72,1.6,50.59,87.08,1.0
Mechanical Engineer,Retail,India,2024.0,69.1,67.28,99.05,104001.98,84405.36,-18.84,4.06,10.99,61.05,2.0
Marketing Specialist,Retail,Japan,2023.0,55.96,55.28,49.84,65485.49,53054.9,-18.98,-0.5,59.67,46.16,4.0
Mechanical Engineer,Retail,Australia,2023.0,47.64,56.46,2.78,139493.17,137022.65,-1.77,-18.63,46.32,94.76,5.0
Truck Driver,Retail,USA,2021.0,39.34,44.14,83.18,148661.62,117953.38,-20.66,-3.94,73.18,5.82,2.0
Customer Support Rep,Retail,Singapore,2020.0,27.78,25.95,72.95,43974.53,37976.88,-13.64,13.02,68.65,45.7,3.0
Software Engineer,Retail,USA,2023.0,59.74,71.04,75.31,122023.0,110760.12,-9.23,5.66,70.04,14.78,2.0
Financial Analyst,Retail,Japan,2022.0,78.58,63.79,1.14,132907.21,124967.68,-5.97,8.16,94.37,67.19,5.0
Marketing Specialist,Retail,Singapore,2021.0,60.43,68.89,11.17,69560.96,82412.84,18.48,8.83,75.7,25.33,4.0
Customer Support Rep,Retail,USA,2025.0,88.24,74.96,67.01,125454.53,148877.86,18.67,-15.95,30.46,92.36,2.0
Accountant,Retail,Brazil,2026.0,69.5,78.45,69.23,44218.4,37229.89,-15.8,-4.27,57.02,95.65,3.0
Mechanical Engineer,Retail,UK,2022.0,47.63,45.41,80.6,89428.51,87933.33,-1.67,7.43,20.09,38.1,3.0
Customer Support Rep,Retail,UK,2022.0,44.12,36.16,5.6,62247.06,68197.08,9.56,-18.53,78.19,83.96,2.0
Customer Support Rep,Retail,Brazil,2024.0,71.13,64.01,53.35,106244.46,103715.65,-2.38,3.4,34.07,4.76,5.0
Marketing Specialist,Retail,USA,2024.0,69.64,82.3,9.62,144634.19,173201.7,19.75,9.92,29.1,14.04,4.0
Mechanical Engineer,Retail,UK,2022.0,15.56,15.07,22.13,39794.75,46518.02,16.89,6.24,65.03,17.8,2.0
Data Analyst,Retail,Japan,2020.0,28.94,23.63,82.59,123613.53,133019.46,7.61,-9.83,42.64,76.92,1.0
Data Analyst,Retail,USA,2026.0,68.84,82.36,79.92,86761.88,70085.28,-19.22,10.04,84.69,74.65,2.0
Financial Analyst,Retail,Germany,2026.0,17.39,16.34,30.8,73106.82,81398.83,11.34,-2.18,25.46,84.58,4.0
Truck Driver,Retail,Canada,2026.0,88.41,101.49,10.64,58013.38,60076.09,3.56,5.85,64.43,32.71,3.0
Mechanical Engineer,Retail,Canada,2025.0,15.42,17.45,46.31,100440.45,103988.85,3.53,5.57,92.42,84.91,2.0
Marketing Specialist,Retail,USA,2026.0,27.81,23.04,61.67,30387.47,28382.09,-6.6,12.52,36.93,34.4,4.0
Truck Driver,Retail,Singapore,2023.0,57.03,65.01,10.52,92831.24,87433.15,-5.81,-1.14,33.11,45.94,1.0
HR Manager,Retail,Japan,2023.0,44.61,51.24,89.21,100399.7,108810.61,8.38,-0.75,81.36,79.8,4.0
Data Analyst,Retail,UK,2025.0,34.71,34.01,34.81,106563.23,89318.08,-16.18,16.16,40.88,64.48,2.0
Mechanical Engineer,Retail,Japan,2025.0,42.57,44.11,7.36,115355.7,141753.7,22.88,9.92,75.14,67.56,2.0
Truck Driver,Retail,Japan,2026.0,48.61,40.02,16.66,122678.85,116744.15,-4.84,5.72,36.18,44.88,2.0
Marketing Specialist,Retail,Canada,2020.0,61.71,68.14,56.39,109864.78,128620.92,17.07,5.62,75.95,3.11,1.0
Teacher,Retail,Japan,2023.0,27.8,26.72,61.97,54752.09,65576.18,19.77,24.13,50.63,24.15,3.0
Software Engineer,Retail,India,2021.0,63.6,65.97,89.38,48370.78,48577.58,0.43,-0.9,97.69,70.97,5.0
Data Analyst,Retail,Singapore,2021.0,7.06,6.06,49.11,74125.98,73775.58,-0.47,23.98,11.81,28.46,3.0
Software Engineer,Retail,Canada,2020.0,35.11,35.14,36.32,115249.42,131764.28,14.33,-12.49,50.27,52.87,4.0
Customer Support Rep,Retail,Australia,2022.0,59.07,64.47,85.28,40378.18,40391.45,0.03,2.48,62.84,55.37,1.0
Marketing Specialist,Retail,Australia,2021.0,38.24,36.94,86.85,55714.66,48130.84,-13.61,6.79,24.92,86.17,1.0
Teacher,Retail,India,2024.0,51.99,43.98,88.69,83268.6,72503.58,-12.93,6.14,49.57,17.65,1.0
Customer Support Rep,Retail,Japan,2024.0,54.55,54.86,88.43,87376.81,100008.15,14.46,12.39,91.1,28.62,1.0
Mechanical Engineer,Retail,Japan,2022.0,43.29,39.88,99.44,52181.76,59722.37,14.45,-10.06,41.06,47.44,4.0
Software Engineer,Retail,India,2025.0,46.15,50.35,93.2,60826.26,54575.64,-10.28,17.91,74.58,14.21,5.0
Marketing Specialist,Retail,Japan,2020.0,59.55,57.13,6.54,77899.91,72073.7,-7.48,-0.32,34.45,57.48,5.0
Marketing Specialist,Retail,Canada,2020.0,66.88,64.31,57.17,148551.32,148707.79,0.11,10.41,18.65,70.07,5.0
Data Analyst,Retail,Japan,2026.0,18.8,20.08,35.18,116251.01,122620.29,5.48,3.35,22.3,6.84,5.0
Truck Driver,Retail,Brazil,2025.0,44.25,37.78,83.89,113653.83,93436.98,-17.79,-7.02,84.5,9.08,4.0
Customer Support Rep,Retail,Singapore,2022.0,71.95,80.32,36.42,31789.84,29182.22,-8.2,1.77,24.0,36.59,3.0
Financial Analyst,Retail,Brazil,2026.0,15.59,15.5,92.46,112241.08,116730.66,4.0,19.04,90.67,14.69,2.0
Software Engineer,Retail,USA,2026.0,38.29,39.31,53.73,94241.51,88261.69,-6.35,-3.84,53.89,67.78,2.0
Customer Support Rep,Retail,Brazil,2020.0,44.04,49.43,81.06,62865.53,50481.81,-19.7,12.83,27.16,80.6,1.0
Truck Driver,Retail,Singapore,2025.0,39.92,36.36,70.85,145514.68,145952.16,0.3,11.8,89.79,2.95,2.0
HR Manager,Retail,Singapore,2020.0,75.04,76.35,39.51,110577.9,91288.45,-17.44,9.97,30.4,59.02,4.0
Marketing Specialist,Retail,Canada,2020.0,12.94,14.47,24.62,110358.43,114537.64,3.79,6.93,55.79,84.82,3.0
Teacher,Retail,Brazil,2021.0,77.8,76.1,57.12,39723.07,41116.4,3.51,-4.54,78.73,87.01,5.0
Mechanical Engineer,Retail,Canada,2025.0,12.48,11.94,35.78,41835.59,43211.87,3.29,20.81,30.31,75.91,2.0
Marketing Specialist,Retail,USA,2023.0,33.96,36.11,0.76,109624.61,106985.95,-2.41,11.85,38.27,62.6,4.0
Customer Support Rep,Retail,India,2022.0,48.0,46.13,27.31,71386.7,75235.38,5.39,7.29,62.48,1.0,2.0
Marketing Specialist,Retail,Germany,2025.0,65.26,66.44,97.72,58268.24,57402.21,-1.49,7.47,57.85,45.59,1.0
Truck Driver,Retail,India,2023.0,39.99,41.9,56.36,76997.53,75985.98,-1.31,9.16,18.43,96.25,5.0
Marketing Specialist,Retail,USA,2023.0,69.03,56.34,92.38,69707.69,71874.14,3.11,7.55,57.01,68.05,5.0
Marketing Specialist,Retail,India,2021.0,51.63,58.3,53.19,85422.4,69136.23,-19.07,14.58,27.29,6.66,5.0
Data Analyst,Retail,UK,2022.0,23.56,22.86,68.7,53441.94,51823.44,-3.03,11.04,53.51,48.89,2.0
Financial Analyst,Retail,India,2024.0,28.12,32.54,14.78,86095.18,96692.19,12.31,8.15,23.52,60.92,3.0
Teacher,Retail,Singapore,2023.0,61.18,61.12,0.38,109993.21,113656.76,3.33,17.4,73.83,9.03,3.0
Customer Support Rep,Retail,UK,2022.0,84.97,78.63,32.91,91872.69,104638.24,13.89,12.97,83.87,87.32,1.0
Financial Analyst,Retail,Germany,2025.0,25.7,29.08,55.34,97230.81,74834.95,-23.03,10.91,96.97,79.27,5.0
Mechanical Engineer,Retail,Singapore,2024.0,26.77,28.02,99.45,75127.54,74932.27,-0.26,16.5,58.3,79.94,2.0
Marketing Specialist,Retail,India,2021.0,37.24,29.84,1.97,97782.53,105345.11,7.73,11.71,92.04,22.91,3.0
Accountant,Retail,Singapore,2025.0,78.11,90.02,40.6,137203.06,135914.94,-0.94,14.57,95.22,97.69,4.0
Mechanical Engineer,Retail,Australia,2023.0,40.68,35.49,25.92,100214.01,110452.57,10.22,2.32,30.31,99.68,3.0
Customer Support Rep,Retail,Brazil,2022.0,56.22,57.67,99.51,120996.16,109813.88,-9.24,-5.04,84.02,42.77,3.0
Marketing Specialist,Retail,Germany,2025.0,15.74,14.02,76.7,73823.75,78065.5,5.75,6.35,75.13,45.35,1.0
Marketing Specialist,Retail,India,2021.0,66.05,66.26,47.53,142498.15,137917.9,-3.21,22.55,39.93,9.31,5.0
Mechanical Engineer,Retail,UK,2024.0,59.49,61.42,28.35,61480.43,54223.06,-11.8,2.46,72.17,96.17,1.0
Truck Driver,Retail,Australia,2025.0,52.46,50.23,59.03,137150.28,137765.06,0.45,7.07,55.46,68.19,1.0
Mechanical Engineer,Retail,India,2023.0,61.31,52.49,61.95,35344.61,30472.72,-13.78,-12.63,86.94,18.04,3.0
Software Engineer,Retail,Singapore,2023.0,43.91,44.09,52.84,136882.86,134822.31,-1.51,-0.98,85.75,3.75,2.0
Truck Driver,Retail,Canada,2021.0,37.61,39.58,39.89,35733.5,38374.32,7.39,0.72,81.64,64.3,1.0
Mechanical Engineer,Retail,Brazil,2026.0,78.42,69.38,53.12,119528.28,102330.32,-14.39,-12.12,15.69,19.01,2.0
Software Engineer,Retail,USA,2024.0,40.5,38.38,1.44,44583.9,46457.93,4.2,13.04,46.42,99.28,1.0
Data Analyst,Retail,Japan,2026.0,61.42,64.3,39.37,103206.91,95371.94,-7.59,0.66,96.78,56.32,3.0
Financial Analyst,Retail,UK,2024.0,12.93,10.81,55.19,130869.23,128749.42,-1.62,-3.19,97.34,73.88,2.0
Truck Driver,Retail,UK,2021.0,71.78,64.16,60.21,72932.32,79033.94,8.37,-5.66,96.87,86.94,5.0
Truck Driver,Retail,USA,2025.0,41.89,46.4,37.06,139298.27,138245.52,-0.76,5.03,72.9,51.35,5.0
Customer Support Rep,Retail,Canada,2026.0,81.22,68.0,90.39,36219.64,33778.95,-6.74,15.07,26.31,70.45,1.0
Software Engineer,Retail,Singapore,2025.0,67.58,69.2,81.33,122699.81,131194.31,6.92,7.75,91.21,12.78,1.0
Data Analyst,Retail,Japan,2021.0,6.75,6.0,28.84,48330.36,43309.39,-10.39,-17.94,56.67,4.08,2.0
Mechanical Engineer,Retail,Brazil,2021.0,57.54,67.99,12.04,33801.82,34951.57,3.4,13.77,68.18,96.44,4.0
Teacher,Retail,Australia,2023.0,54.84,56.66,85.4,33788.04,31119.37,-7.9,4.0,95.21,7.2,1.0
Mechanical Engineer,Retail,USA,2024.0,26.3,30.67,31.3,149788.37,161022.95,7.5,15.68,11.12,44.85,1.0
