JOB TITLE,INDUSTRY,JOB STATUS,AI IMPACT LEVEL,MEDIAN SALARY (USD),REQUIRED EDUCATION,EXPERIENCE REQUIRED (YEARS),JOB OPENINGS (2024),PROJECTED OPENINGS (2030),REMOTE WORK RATIO (%),AUTOMATION RISK (%),LOCATION,GENDER DIVERSITY (%),OPENING GROWTH (%)
Public relations account executive,IT,Decreasing,Moderate,80883.85,Associate Degree,13.0,5208.0,7969.0,33.11,83.05,Germany,33.6,53.01
"Engineer, mining",IT,Increasing,Low,148276.23,High School,15.0,2826.0,2725.0,44.69,52.22,India,33.34,-3.57
"Scientist, water quality",IT,Increasing,Moderate,95289.58,High School,20.0,5756.0,2335.0,52.77,56.23,Brazil,62.33,-59.43
Charity fundraiser,IT,Decreasing,High,141423.94,Bachelor's Degree,12.0,3342.0,8249.0,8.35,33.08,USA,64.61,146.83
"Journalist, magazine",IT,Decreasing,Low,79399.97,Associate Degree,15.0,3462.0,4860.0,55.15,0.26,India,47.72,40.38
Gaffer,IT,Increasing,High,65746.0,Bachelor's Degree,5.0,9949.0,8874.0,4.12,74.83,Australia,64.45,-10.81
Patent examiner,IT,Increasing,Moderate,117919.87,Master's Degree,11.0,8594.0,7621.0,90.68,2.59,UK,48.82,-11.32
Quality manager,IT,Decreasing,High,86142.51,High School,3.0,8267.0,2059.0,80.22,21.35,USA,38.09,-75.09
Furniture conservator/restorer,IT,Increasing,Moderate,124932.14,Bachelor's Degree,13.0,2284.0,9614.0,0.12,79.65,Brazil,68.09,320.93
Osteopath,IT,Increasing,Moderate,67193.77,Master's Degree,3.0,1518.0,1426.0,77.01,93.29,UK,68.65,-6.06
Medical illustrator,IT,Decreasing,Low,40151.72,Associate Degree,14.0,8914.0,4482.0,9.09,15.28,Australia,69.57,-49.72
Fitness centre manager,IT,Increasing,Low,147874.88,Bachelor's Degree,2.0,2698.0,1951.0,3.32,44.72,Canada,37.91,-27.69
Broadcast presenter,IT,Decreasing,Low,42495.42,Bachelor's Degree,16.0,4324.0,9681.0,70.56,35.64,Germany,41.38,123.89
"Presenter, broadcasting",IT,Increasing,High,110337.92,Master's Degree,19.0,7703.0,8816.0,28.9,25.19,India,21.94,14.45
Clothing/textile technologist,IT,Increasing,Low,58720.11,Associate Degree,16.0,5366.0,3195.0,42.43,74.94,Germany,75.62,-40.46
"Engineer, biomedical",IT,Decreasing,High,116058.0,PhD,4.0,8697.0,7004.0,2.21,49.63,UK,28.15,-19.47
Mudlogger,IT,Increasing,High,145008.18,Bachelor's Degree,14.0,1578.0,3559.0,59.08,96.67,Germany,45.61,125.54
Facilities manager,IT,Decreasing,High,101537.18,Bachelor's Degree,16.0,2991.0,2635.0,39.59,57.25,China,44.58,-11.9
Building surveyor,IT,Decreasing,High,84377.7,PhD,20.0,9217.0,3148.0,8.94,13.67,China,52.19,-65.85
Geographical information systems officer,IT,Decreasing,High,54084.2,Master's Degree,12.0,2293.0,7851.0,86.18,11.95,India,40.04,242.39
"Surveyor, hydrographic",IT,Increasing,High,68618.89,High School,1.0,7168.0,1701.0,9.57,53.86,Brazil,23.03,-76.27
"Administrator, charities/voluntary organisations",IT,Increasing,Low,42179.8,PhD,7.0,6510.0,397.0,43.73,24.24,China,63.1,-93.9
Dance movement psychotherapist,IT,Increasing,Low,105755.95,PhD,4.0,3189.0,8829.0,55.23,56.45,UK,58.84,176.86
Airline pilot,IT,Decreasing,Low,128917.77,PhD,6.0,998.0,2125.0,9.26,8.34,India,46.59,112.93
Drilling engineer,IT,Increasing,High,85799.26,Bachelor's Degree,15.0,3110.0,7419.0,29.42,37.59,India,46.14,138.55
Software engineer,IT,Decreasing,High,102571.4,PhD,0.0,6748.0,1932.0,19.85,46.75,Germany,67.41,-71.37
"Accountant, chartered management",IT,Decreasing,Low,138070.24,Master's Degree,4.0,8355.0,1715.0,65.8,55.74,Brazil,70.75,-79.47
Trade mark attorney,IT,Increasing,Low,123251.72,PhD,1.0,2998.0,4968.0,89.55,42.66,Germany,48.32,65.71
Music tutor,IT,Increasing,Low,70526.08,PhD,2.0,6952.0,1109.0,54.78,93.05,USA,30.03,-84.05
"Programmer, applications",IT,Decreasing,Moderate,116769.61,Bachelor's Degree,15.0,4570.0,6691.0,19.66,56.13,UK,59.1,46.41
Surgeon,IT,Increasing,Low,137331.11,High School,9.0,5877.0,8672.0,45.03,87.18,India,23.68,47.56
"Administrator, charities/voluntary organisations",IT,Decreasing,Moderate,121956.16,Master's Degree,12.0,3570.0,7188.0,0.34,85.98,UK,29.14,101.34
Location manager,IT,Increasing,Moderate,38835.33,Master's Degree,3.0,2736.0,3172.0,13.76,67.22,Canada,60.75,15.94
Dispensing optician,IT,Increasing,Low,144931.98,High School,1.0,4611.0,2208.0,22.67,51.8,India,26.82,-52.11
"Accountant, chartered",IT,Increasing,High,65570.34,High School,11.0,9882.0,2772.0,84.82,21.25,Australia,28.54,-71.95
Neurosurgeon,IT,Decreasing,Low,108442.8,High School,13.0,5959.0,2692.0,54.48,19.45,Australia,67.24,-54.82
Product/process development scientist,IT,Increasing,High,119101.5,PhD,13.0,8581.0,8673.0,88.23,35.42,Australia,77.76,1.07
Artist,IT,Decreasing,Low,86337.06,Master's Degree,11.0,8754.0,9420.0,52.55,95.83,UK,75.44,7.61
Actor,IT,Decreasing,High,93924.8,Bachelor's Degree,20.0,8788.0,9506.0,4.95,23.39,USA,56.49,8.17
Adult guidance worker,IT,Decreasing,Moderate,136212.88,Bachelor's Degree,10.0,6595.0,7918.0,35.16,37.71,China,68.16,20.06
Advice worker,IT,Increasing,High,77903.11,High School,18.0,2883.0,4456.0,71.06,11.96,Canada,74.87,54.56
Warden/ranger,IT,Decreasing,High,101487.85,Bachelor's Degree,2.0,3042.0,202.0,89.69,69.58,India,41.91,-93.36
Geophysicist/field seismologist,IT,Decreasing,Low,37388.09,Bachelor's Degree,4.0,9292.0,1393.0,2.85,38.64,UK,70.73,-85.01
Web designer,IT,Increasing,Low,55684.96,Associate Degree,0.0,5815.0,8311.0,27.85,19.34,China,66.67,42.92
Research scientist (maths),IT,Decreasing,High,149254.5,Master's Degree,4.0,824.0,8497.0,90.78,15.43,USA,29.73,931.19
Lobbyist,IT,Decreasing,Moderate,127933.78,PhD,18.0,8712.0,136.0,72.93,8.75,UK,61.33,-98.44
"Administrator, charities/voluntary organisations",IT,Decreasing,Low,52970.16,Master's Degree,15.0,9058.0,7412.0,59.36,84.43,India,21.8,-18.17
"Embryologist, clinical",IT,Decreasing,High,72359.69,PhD,15.0,8205.0,9847.0,43.05,14.14,Germany,79.81,20.01
"Surveyor, insurance",IT,Decreasing,Moderate,148734.53,Bachelor's Degree,14.0,5118.0,7796.0,47.49,30.56,USA,38.08,52.33
Lobbyist,IT,Decreasing,High,129117.52,High School,19.0,7484.0,6017.0,98.18,6.1,Canada,65.82,-19.6
"Therapist, speech and language",IT,Increasing,High,40075.69,Associate Degree,9.0,2347.0,7373.0,62.91,2.68,Brazil,73.79,214.15
Museum/gallery curator,IT,Decreasing,Moderate,85613.68,Master's Degree,0.0,9618.0,1536.0,18.23,87.61,China,63.92,-84.03
Public house manager,IT,Decreasing,High,109395.74,High School,12.0,5229.0,304.0,18.31,65.89,UK,37.24,-94.19
Hydrographic surveyor,IT,Decreasing,High,130263.33,Bachelor's Degree,2.0,5079.0,5116.0,31.33,45.83,Canada,28.19,0.73
Health and safety inspector,IT,Increasing,Low,112525.84,PhD,12.0,1506.0,3672.0,4.56,25.95,Australia,77.38,143.82
Colour technologist,IT,Decreasing,High,99263.26,Associate Degree,19.0,503.0,3182.0,66.27,20.67,India,44.4,532.6
Operational researcher,IT,Decreasing,Moderate,31958.59,Associate Degree,1.0,8322.0,2956.0,89.01,18.9,China,66.78,-64.48
Quarry manager,IT,Decreasing,Low,30333.91,Bachelor's Degree,17.0,9516.0,8774.0,22.86,37.56,Australia,26.84,-7.8
Dancer,IT,Decreasing,Moderate,72223.88,Bachelor's Degree,9.0,3366.0,5400.0,57.66,23.3,Brazil,33.83,60.43
Advertising account executive,IT,Increasing,Moderate,74242.9,High School,12.0,5581.0,2118.0,11.4,95.56,Australia,78.85,-62.05
Dealer,IT,Increasing,Moderate,56065.9,Associate Degree,4.0,1830.0,3882.0,81.53,40.74,Canada,71.7,112.13
"Surveyor, planning and development",IT,Decreasing,High,131612.08,Associate Degree,7.0,7050.0,7406.0,18.61,56.0,Brazil,64.47,5.05
"Pharmacist, hospital",IT,Increasing,High,121725.0,High School,1.0,8679.0,5269.0,55.47,10.91,Canada,61.18,-39.29
"Doctor, general practice",IT,Decreasing,Moderate,114153.83,Associate Degree,5.0,4268.0,9389.0,68.75,1.28,Canada,37.35,119.99
Fitness centre manager,IT,Decreasing,Moderate,32452.53,Bachelor's Degree,18.0,1368.0,273.0,61.3,20.85,Australia,38.45,-80.04
"Engineer, agricultural",IT,Decreasing,Low,37088.41,Associate Degree,2.0,752.0,4694.0,31.9,29.9,UK,22.92,524.2
"Psychologist, occupational",IT,Increasing,Low,145095.39,Bachelor's Degree,16.0,6535.0,357.0,9.04,83.66,Canada,51.66,-94.54
Retail buyer,IT,Decreasing,Moderate,129791.59,PhD,4.0,3149.0,6892.0,48.0,58.47,China,39.26,118.86
"Scientist, research (medical)",IT,Decreasing,High,83679.58,Bachelor's Degree,10.0,3645.0,1426.0,7.57,76.45,China,56.07,-60.88
Retail manager,IT,Increasing,Moderate,96249.93,Associate Degree,0.0,7482.0,3040.0,74.89,70.03,Brazil,79.53,-59.37
"Surveyor, building control",IT,Decreasing,Moderate,100943.78,Associate Degree,17.0,4455.0,1265.0,12.63,42.14,Brazil,50.61,-71.6
"Restaurant manager, fast food",IT,Increasing,Moderate,130903.23,High School,16.0,2138.0,1450.0,6.97,70.22,Germany,48.24,-32.18
Environmental education officer,IT,Decreasing,High,122928.6,Bachelor's Degree,5.0,3624.0,3693.0,77.3,28.63,Germany,69.14,1.9
"Therapist, music",IT,Decreasing,Moderate,80604.11,High School,4.0,4414.0,5278.0,54.29,15.62,USA,23.17,19.57
Building services engineer,IT,Increasing,Low,126931.04,Bachelor's Degree,14.0,1931.0,4241.0,60.92,48.96,Canada,67.28,119.63
Theme park manager,IT,Decreasing,Low,62353.11,Associate Degree,17.0,7254.0,7515.0,38.84,96.14,UK,33.74,3.6
Network engineer,IT,Increasing,Moderate,39944.78,PhD,0.0,4099.0,7555.0,10.76,47.9,Germany,20.42,84.31
"Journalist, newspaper",IT,Increasing,High,91064.61,Associate Degree,12.0,911.0,2102.0,32.76,66.94,Brazil,37.11,130.74
"Surveyor, insurance",IT,Decreasing,Moderate,98066.53,Associate Degree,20.0,182.0,4719.0,67.37,65.44,China,27.88,2492.86
Air cabin crew,IT,Increasing,Moderate,80676.1,Master's Degree,16.0,7417.0,7356.0,91.38,34.19,Australia,35.43,-0.82
"Biochemist, clinical",IT,Increasing,Low,121208.18,High School,20.0,9381.0,8078.0,78.77,27.21,China,20.98,-13.89
Patent examiner,IT,Increasing,High,37641.27,PhD,5.0,1536.0,4086.0,32.95,23.45,China,40.98,166.02
Air cabin crew,IT,Decreasing,Low,67114.43,Associate Degree,3.0,6320.0,8631.0,8.68,15.61,China,25.55,36.57
Furniture designer,IT,Increasing,Low,108560.33,High School,3.0,8271.0,7497.0,28.95,92.45,Canada,39.45,-9.36
Dance movement psychotherapist,IT,Decreasing,Moderate,115902.25,Associate Degree,18.0,1743.0,7767.0,6.75,24.14,China,26.7,345.61
Commercial art gallery manager,IT,Decreasing,Low,53543.46,Associate Degree,8.0,8256.0,5495.0,36.04,5.56,USA,29.14,-33.44
Airline pilot,IT,Increasing,High,86237.18,Master's Degree,16.0,8904.0,5083.0,49.01,95.41,Germany,65.34,-42.91
Agricultural consultant,IT,Increasing,High,110105.15,Master's Degree,12.0,9063.0,7813.0,79.97,2.04,Germany,39.46,-13.79
Lobbyist,IT,Decreasing,Low,38784.3,Bachelor's Degree,12.0,8818.0,8444.0,13.68,72.8,Australia,36.33,-4.24
"Engineer, mining",IT,Increasing,Low,114426.87,Master's Degree,3.0,1518.0,684.0,97.16,46.59,USA,30.56,-54.94
Seismic interpreter,IT,Decreasing,Moderate,117286.24,Master's Degree,8.0,9960.0,9599.0,9.14,35.16,UK,66.49,-3.62
Trade union research officer,IT,Decreasing,Low,108512.3,High School,0.0,4304.0,4068.0,92.97,66.94,Canada,37.76,-5.48
"Engineer, aeronautical",IT,Increasing,Moderate,124196.25,PhD,19.0,4283.0,4451.0,12.04,74.69,UK,60.23,3.92
"Designer, blown glass/stained glass",IT,Increasing,Moderate,122555.61,Bachelor's Degree,13.0,4933.0,7376.0,11.63,61.0,China,77.24,49.52
Arts development officer,IT,Increasing,Moderate,85221.48,Master's Degree,5.0,5708.0,9914.0,74.97,99.11,Australia,70.17,73.69
"Research officer, trade union",IT,Increasing,Moderate,104428.16,Bachelor's Degree,1.0,9224.0,4430.0,75.91,51.96,China,22.93,-51.97
"Programme researcher, broadcasting/film/video",IT,Increasing,High,46651.82,High School,14.0,1963.0,7885.0,13.79,9.64,Australia,33.19,301.68
IT consultant,IT,Increasing,Moderate,96046.37,Bachelor's Degree,15.0,2832.0,1485.0,1.6,0.59,USA,32.15,-47.56
Community education officer,IT,Increasing,Low,136052.12,Associate Degree,17.0,4079.0,5504.0,18.02,60.9,India,29.62,34.94
"Horticulturist, commercial",IT,Increasing,Low,64237.42,Associate Degree,9.0,7789.0,5354.0,93.79,76.44,Brazil,75.38,-31.26
IT trainer,IT,Decreasing,Moderate,147205.71,Master's Degree,12.0,1852.0,2740.0,86.62,96.65,Australia,76.78,47.95
Colour technologist,IT,Decreasing,Moderate,133534.57,Associate Degree,11.0,337.0,6444.0,51.93,60.0,Brazil,53.83,1812.17
Press photographer,IT,Increasing,Low,45281.7,Associate Degree,12.0,3802.0,7512.0,98.38,6.26,China,32.86,97.58
Health service manager,IT,Increasing,Moderate,81924.75,PhD,19.0,3543.0,8369.0,24.4,27.65,India,79.01,136.21
"Surveyor, building control",IT,Decreasing,High,144906.12,High School,9.0,2540.0,6040.0,99.48,85.78,Brazil,65.73,137.8
Water quality scientist,IT,Increasing,High,131088.36,Bachelor's Degree,4.0,1941.0,920.0,11.42,43.35,Brazil,68.35,-52.6
Special educational needs teacher,IT,Decreasing,Moderate,63380.31,PhD,7.0,366.0,8711.0,53.68,27.92,Germany,39.18,2280.05
Trade union research officer,IT,Decreasing,Moderate,140722.06,Associate Degree,7.0,9398.0,3861.0,88.34,77.31,UK,57.06,-58.92
"Investment banker, operational",IT,Decreasing,Low,135383.41,Bachelor's Degree,3.0,6169.0,4893.0,48.18,47.38,India,50.1,-20.68
Insurance broker,IT,Increasing,Moderate,122549.59,Bachelor's Degree,11.0,6739.0,103.0,84.42,25.61,Australia,57.76,-98.47
Barrister,IT,Increasing,Low,42622.29,Bachelor's Degree,13.0,6865.0,8950.0,93.56,26.82,Germany,50.34,30.37
Cabin crew,IT,Increasing,Moderate,60076.56,PhD,19.0,123.0,1314.0,37.37,87.05,China,21.65,968.29
Learning disability nurse,IT,Decreasing,Moderate,92426.21,Associate Degree,16.0,6184.0,2074.0,87.14,30.47,Brazil,65.44,-66.46
"Producer, radio",IT,Decreasing,Low,109556.58,Associate Degree,10.0,8534.0,246.0,13.07,66.81,China,34.75,-97.12
"Restaurant manager, fast food",IT,Decreasing,High,36506.37,Associate Degree,19.0,3883.0,9439.0,10.01,59.48,India,42.54,143.09
Marine scientist,IT,Decreasing,Low,58368.88,High School,2.0,7297.0,4001.0,62.73,70.45,USA,47.19,-45.17
Chartered loss adjuster,IT,Decreasing,Low,128540.41,PhD,18.0,2341.0,9548.0,84.95,98.11,USA,54.83,307.86
Merchant navy officer,IT,Increasing,Low,103561.07,Bachelor's Degree,20.0,2268.0,429.0,47.65,56.13,Australia,61.67,-81.08
Geophysical data processor,IT,Decreasing,High,92007.95,High School,6.0,7433.0,154.0,18.52,84.09,Canada,73.09,-97.93
Sales promotion account executive,IT,Decreasing,Low,118208.72,Master's Degree,19.0,8132.0,5892.0,1.82,29.61,UK,21.2,-27.55
Osteopath,IT,Decreasing,High,110956.26,Associate Degree,12.0,2402.0,7318.0,10.47,76.17,UK,67.3,204.66
Child psychotherapist,IT,Increasing,Moderate,139874.4,Bachelor's Degree,1.0,1586.0,5302.0,54.35,58.38,Brazil,54.44,234.3
Quarry manager,IT,Decreasing,Moderate,78889.47,PhD,6.0,6505.0,4301.0,10.62,92.09,UK,63.57,-33.88
"Nurse, mental health",IT,Increasing,High,31197.92,High School,10.0,4833.0,9488.0,66.15,45.79,Australia,31.18,96.32
Counselling psychologist,IT,Decreasing,Moderate,91191.13,Bachelor's Degree,12.0,9657.0,3415.0,35.33,10.62,Germany,61.34,-64.64
"Nurse, adult",IT,Decreasing,Low,107414.83,High School,15.0,982.0,2510.0,4.36,24.59,Brazil,40.25,155.6
Press photographer,IT,Increasing,High,121977.71,High School,17.0,2120.0,6591.0,75.64,59.77,Germany,66.17,210.9
Paediatric nurse,IT,Increasing,High,85117.07,Master's Degree,19.0,8838.0,7327.0,55.67,17.91,Australia,56.57,-17.1
Toxicologist,IT,Increasing,High,148090.94,Associate Degree,16.0,9207.0,3103.0,71.67,17.13,India,72.5,-66.3
"Surveyor, planning and development",IT,Decreasing,Low,73039.67,PhD,10.0,5537.0,8215.0,75.4,43.05,China,53.87,48.37
Local government officer,IT,Increasing,High,61016.01,High School,20.0,9453.0,937.0,3.09,99.5,India,66.2,-90.09
Museum/gallery exhibitions officer,IT,Increasing,Low,125809.85,PhD,9.0,9510.0,1763.0,36.51,24.38,USA,21.6,-81.46
"Engineer, civil (consulting)",IT,Decreasing,High,55648.28,High School,16.0,4146.0,6302.0,3.4,49.06,UK,41.35,52.0
Physiotherapist,IT,Decreasing,High,78834.87,High School,7.0,3085.0,8682.0,7.58,62.73,Brazil,57.88,181.43
"Surveyor, insurance",IT,Decreasing,High,109543.3,PhD,19.0,2060.0,5394.0,59.21,96.88,India,37.1,161.84
Housing manager/officer,IT,Decreasing,Moderate,55364.1,High School,4.0,7276.0,5748.0,15.67,65.24,USA,38.0,-21.0
Exercise physiologist,IT,Decreasing,Low,97194.14,Bachelor's Degree,2.0,2098.0,9511.0,69.03,20.24,Germany,56.31,353.34
Graphic designer,IT,Decreasing,Low,123768.81,Master's Degree,5.0,1689.0,8347.0,17.63,94.47,Canada,26.14,394.2
"Designer, blown glass/stained glass",IT,Increasing,Low,129218.29,Associate Degree,16.0,2316.0,1893.0,43.33,63.37,China,51.94,-18.26
Medical illustrator,IT,Increasing,Low,61198.82,Associate Degree,19.0,8237.0,1255.0,27.02,5.9,Germany,61.6,-84.76
"Designer, ceramics/pottery",IT,Decreasing,High,43485.47,Bachelor's Degree,2.0,5506.0,3554.0,88.72,38.07,Brazil,20.29,-35.45
Cabin crew,IT,Increasing,Moderate,80564.51,Master's Degree,2.0,8505.0,6730.0,24.94,2.81,UK,36.45,-20.87
Futures trader,IT,Increasing,Low,130806.07,PhD,2.0,8256.0,8890.0,46.37,0.11,India,50.5,7.68
Equality and diversity officer,IT,Decreasing,High,38912.71,High School,15.0,1947.0,8450.0,58.74,48.58,China,73.56,334.0
Industrial/product designer,IT,Increasing,Moderate,75619.56,Bachelor's Degree,20.0,8401.0,8157.0,87.25,6.84,Canada,43.09,-2.9
Emergency planning/management officer,IT,Increasing,Low,63265.25,Associate Degree,14.0,1506.0,2479.0,85.53,34.33,Australia,35.46,64.61
Print production planner,IT,Decreasing,High,63132.18,Associate Degree,5.0,8883.0,7273.0,41.19,26.48,Australia,49.64,-18.12
Office manager,IT,Increasing,High,102477.58,Master's Degree,6.0,4972.0,552.0,97.3,48.55,Germany,23.51,-88.9
Chiropodist,IT,Increasing,Low,129457.62,Bachelor's Degree,9.0,7856.0,8341.0,12.8,3.12,China,58.26,6.17
Social worker,IT,Increasing,Moderate,99322.92,Associate Degree,17.0,4425.0,3076.0,73.29,63.66,Canada,71.03,-30.49
"Librarian, public",IT,Increasing,Moderate,115588.72,PhD,6.0,377.0,8993.0,87.1,68.07,Canada,54.72,2285.41
Forensic scientist,IT,Increasing,Low,51150.24,High School,2.0,7550.0,5469.0,17.48,8.15,Germany,50.43,-27.56
Health physicist,IT,Decreasing,Moderate,65206.06,High School,6.0,4843.0,5417.0,48.43,73.35,UK,66.19,11.85
Architectural technologist,IT,Decreasing,High,81029.62,Bachelor's Degree,2.0,6112.0,1106.0,27.05,94.08,UK,38.18,-81.9
Soil scientist,IT,Decreasing,Low,58539.31,High School,5.0,7751.0,5907.0,50.34,30.46,Germany,37.6,-23.79
"Psychotherapist, child",IT,Decreasing,Low,115491.53,High School,0.0,5415.0,8081.0,2.32,70.55,Australia,55.06,49.23
Geoscientist,IT,Increasing,Low,66668.51,PhD,20.0,3151.0,4797.0,97.07,67.51,Germany,62.56,52.24
Chartered certified accountant,IT,Decreasing,Low,92265.76,PhD,8.0,5113.0,5847.0,92.27,73.96,Brazil,45.99,14.36
Industrial/product designer,IT,Increasing,High,127873.72,Master's Degree,2.0,7861.0,4992.0,81.86,90.94,Canada,33.24,-36.5
"Teacher, primary school",IT,Decreasing,Low,81285.83,High School,13.0,220.0,788.0,29.29,20.82,Germany,21.83,258.18
Textile designer,IT,Decreasing,Moderate,78906.28,Master's Degree,5.0,9935.0,9200.0,65.51,5.75,Australia,76.01,-7.4
Magazine features editor,IT,Decreasing,High,55312.12,PhD,4.0,3919.0,6375.0,66.49,56.14,Brazil,57.0,62.67
Physiotherapist,IT,Decreasing,High,121768.21,Master's Degree,2.0,3839.0,9746.0,42.38,24.79,Germany,71.39,153.87
Armed forces technical officer,IT,Decreasing,Low,40626.31,Bachelor's Degree,5.0,399.0,4319.0,19.6,64.09,USA,29.6,982.46
Tourist information centre manager,IT,Increasing,High,97915.51,Bachelor's Degree,10.0,8980.0,1353.0,50.34,96.86,India,60.91,-84.93
"Psychotherapist, child",IT,Decreasing,High,71471.43,Master's Degree,19.0,701.0,6995.0,99.53,56.99,Brazil,70.94,897.86
Advertising copywriter,IT,Decreasing,Moderate,82865.56,Bachelor's Degree,0.0,3200.0,9941.0,82.48,39.13,Germany,65.32,210.66
Database administrator,IT,Increasing,High,102292.02,PhD,3.0,9283.0,1858.0,23.87,69.71,Germany,37.08,-79.98
Waste management officer,IT,Increasing,Low,144341.27,Bachelor's Degree,14.0,2555.0,2423.0,42.19,57.19,Australia,44.26,-5.17
Conference centre manager,IT,Increasing,Moderate,41939.85,PhD,15.0,3926.0,7438.0,83.71,35.88,Australia,30.23,89.45
Oceanographer,IT,Decreasing,Low,75524.02,High School,1.0,3531.0,6590.0,26.19,78.41,USA,21.27,86.63
"Editor, film/video",IT,Increasing,High,84480.96,Associate Degree,10.0,257.0,7795.0,13.44,72.52,UK,78.12,2933.07
"Engineer, civil (contracting)",IT,Decreasing,High,142520.45,High School,15.0,5696.0,836.0,82.61,19.46,USA,57.28,-85.32
"Surveyor, land/geomatics",IT,Increasing,Moderate,89383.78,PhD,2.0,9082.0,4272.0,55.9,74.57,Australia,56.11,-52.96
Publishing rights manager,IT,Increasing,High,92697.27,PhD,3.0,9527.0,5553.0,31.36,28.66,India,51.19,-41.71
Ergonomist,IT,Increasing,Moderate,58954.73,High School,4.0,7303.0,1104.0,82.48,80.64,UK,43.82,-84.88
"Education officer, community",IT,Decreasing,Moderate,144899.41,PhD,17.0,7642.0,5689.0,61.89,35.21,Canada,45.01,-25.56
Trading standards officer,IT,Increasing,Moderate,91595.15,PhD,3.0,3107.0,9412.0,31.72,14.04,Australia,64.51,202.93
Publishing rights manager,IT,Increasing,High,138410.49,Master's Degree,7.0,3312.0,6884.0,22.97,20.18,Canada,42.69,107.85
Research scientist (maths),IT,Increasing,Moderate,95819.83,High School,17.0,2575.0,1947.0,53.5,11.45,Australia,44.39,-24.39
"Geologist, wellsite",IT,Increasing,Low,78378.51,Bachelor's Degree,14.0,4464.0,3734.0,83.38,48.17,Germany,28.27,-16.35
"Social research officer, government",IT,Increasing,High,66147.96,Master's Degree,2.0,8243.0,1094.0,87.34,43.8,USA,65.24,-86.73
Dance movement psychotherapist,IT,Decreasing,Low,48594.07,PhD,12.0,1853.0,4844.0,88.7,86.54,India,21.83,161.41
Air traffic controller,IT,Decreasing,Low,121878.84,Master's Degree,2.0,7537.0,5394.0,47.06,54.17,Brazil,62.88,-28.43
